city,state_id,state_name
Plainwell,MI,Michigan
Planada,CA,California
Plandome,NY,New York
Plandome Heights,NY,New York
Plandome Manor,NY,New York
Plankinton,SD,South Dakota
Plano,TX,Texas
Plant City,FL,Florida
Plantation,FL,Florida
Plantation Island,FL,Florida
Plantersville,MS,Mississippi
Plantsville,CT,Connecticut
Plaquemine,LA,Louisiana
Platea,PA,Pennsylvania
Platina,CA,California
Platinum,AK,Alaska
Plato,MN,Minnesota
Platte,SD,South Dakota
Platte Center,NE,Nebraska
Platte City,MO,Missouri
Platte Colony,SD,South Dakota
Platte Woods,MO,Missouri
Platter,OK,Oklahoma
Platteville,WI,Wisconsin
Plattsburg,MO,Missouri
Plattsburgh,NY,New York
Plattsburgh West,NY,New York
Plattsmouth,NE,Nebraska
Plattsville,CT,Connecticut
Plattville,IL,Illinois
Plaucheville,LA,Louisiana
Playa Fortuna,PR,Puerto Rico
Playas,NM,New Mexico
Playita,PR,Puerto Rico
Playita Cortada,PR,Puerto Rico
Plaza,ND,North Dakota
Pleak,TX,Texas
Pleasant City,OH,Ohio
Pleasant Dale,NE,Nebraska
Pleasant Gap,PA,Pennsylvania
Pleasant Garden,NC,North Carolina
Pleasant Grove,UT,Utah
Pleasant Groves,AL,Alabama
Pleasant Hill,CA,California
Pleasant Hills,PA,Pennsylvania
Pleasant Hope,MO,Missouri
Pleasant Lake,IN,Indiana
Pleasant Mills,IN,Indiana
Pleasant Plain,OH,Ohio
Pleasant Plains,IL,Illinois
Pleasant Prairie,WI,Wisconsin
Pleasant Ridge,MI,Michigan
Pleasant Run,OH,Ohio
Pleasant Run Farm,OH,Ohio
Pleasant Valley,WV,West Virginia
Pleasant Valley Colony,MT,Montana
Pleasant View,UT,Utah
Pleasant View Village,IN,Indiana
Pleasantdale,NJ,New Jersey
Pleasanton,CA,California
Pleasantville,NJ,New Jersey
Pleasure Bend,LA,Louisiana
Pleasure Point,CA,California
Pleasureville,PA,Pennsylvania
Plentywood,MT,Montana
Plessis,NY,New York
Plevna,MT,Montana
Plover,WI,Wisconsin
Pluckemin,NJ,New Jersey
Plum,PA,Pennsylvania
Plum Branch,SC,South Carolina
Plum City,WI,Wisconsin
Plum Creek,VA,Virginia
Plum Grove,TX,Texas
Plum Springs,KY,Kentucky
Plum Valley,IL,Illinois
Plumas Eureka,CA,California
Plumas Lake,CA,California
Plumerville,AR,Arkansas
Plummer,ID,Idaho
Plumsteadville,PA,Pennsylvania
Plumville,PA,Pennsylvania
Plumwood,OH,Ohio
Plush,OR,Oregon
Plymouth,MN,Minnesota
Plymouth Meeting,PA,Pennsylvania
Plymptonville,PA,Pennsylvania
Poca,WV,West Virginia
Pocahontas,AR,Arkansas
Pocasset,MA,Massachusetts
Pocatello,ID,Idaho
Pocola,OK,Oklahoma
Pocomoke City,MD,Maryland
Pocono Mountain Lake Estates,PA,Pennsylvania
Pocono Pines,PA,Pennsylvania
Pocono Ranch Lands,PA,Pennsylvania
Pocono Springs,PA,Pennsylvania
Pocono Woodland Lakes,PA,Pennsylvania
Poetry,TX,Texas
Poinciana,FL,Florida
Poinsett Colony,SD,South Dakota
Point,TX,Texas
Point Arena,CA,California
Point Baker,FL,Florida
Point Blank,TX,Texas
Point Clear,AL,Alabama
Point Comfort,TX,Texas
Point Hope,AK,Alaska
Point Isabel,IN,Indiana
Point Lay,AK,Alaska
Point Lookout,NY,New York
Point MacKenzie,AK,Alaska
Point Marion,PA,Pennsylvania
Point of Rocks,MD,Maryland
Point Place,LA,Louisiana
Point Pleasant,NJ,New Jersey
Point Pleasant Beach,NJ,New Jersey
Point Possession,AK,Alaska
Point Reyes Station,CA,California
Point Roberts,WA,Washington
Point Venture,TX,Texas
Point View,PA,Pennsylvania
Pointe a la Hache,LA,Louisiana
Poipu,HI,Hawaii
Pojoaque,NM,New Mexico
Poland,OH,Ohio
Pole Ojea,PR,Puerto Rico
Polebridge,MT,Montana
Polk,PA,Pennsylvania
Polk City,IA,Iowa
Polkton,NC,North Carolina
Polkville,MS,Mississippi
Pollard,AR,Arkansas
Pollock,LA,Louisiana
Pollock Pines,CA,California
Pollocksville,NC,North Carolina
Polo,IL,Illinois
Polonia,WI,Wisconsin
Polson,MT,Montana
Polvadera,NM,New Mexico
Pomaria,SC,South Carolina
Pomeroy,OH,Ohio
Pomfret,MD,Maryland
Pomona,CA,California
Pomona Park,FL,Florida
Pompano Beach,FL,Florida
Pompeys Pillar,MT,Montana
Pompton Lakes,NJ,New Jersey
Pompton Plains,NJ,New Jersey
Ponca,NE,Nebraska
Ponca City,OK,Oklahoma
Ponce,PR,Puerto Rico
Ponce de Leon,FL,Florida
Ponce Inlet,FL,Florida
Poncha Springs,CO,Colorado
Ponchatoula,LA,Louisiana
Pond Creek,OK,Oklahoma
Ponder,TX,Texas
Pondera Colony,MT,Montana
Ponderay,ID,Idaho
Ponderosa,NM,New Mexico
Ponderosa Park,CO,Colorado
Ponderosa Pine,NM,New Mexico
Ponderosa Pines,MT,Montana
Pondsville,MD,Maryland
Ponemah,MN,Minnesota
Poneto,IN,Indiana
Ponshewaing,MI,Michigan
Pontiac,MI,Michigan
Pontoon Beach,IL,Illinois
Pontoosuc,IL,Illinois
Pontotoc,MS,Mississippi
Pony,MT,Montana
Poole,KY,Kentucky
Pooler,GA,Georgia
Poolesville,MD,Maryland
Pope,MS,Mississippi
Popejoy,IA,Iowa
Pope-Vannoy Landing,AK,Alaska
Poplar,MT,Montana
Poplar Bluff,MO,Missouri
Poplar Grove,IL,Illinois
Poplar Hills,KY,Kentucky
Poplar Plains,CT,Connecticut
Poplar-Cotton Center,CA,California
Poplarville,MS,Mississippi
Popponesset,MA,Massachusetts
Popponesset Island,MA,Massachusetts
Poquonock Bridge,CT,Connecticut
Poquoson,VA,Virginia
Poquott,NY,New York
Porcupine,SD,South Dakota
Port Alexander,AK,Alaska
Port Allegany,PA,Pennsylvania
Port Allen,LA,Louisiana
Port Alsworth,AK,Alaska
Port Angeles,WA,Washington
Port Angeles East,WA,Washington
Port Aransas,TX,Texas
Port Arthur,TX,Texas
Port Austin,MI,Michigan
Port Barre,LA,Louisiana
Port Barrington,IL,Illinois
Port Byron,IL,Illinois
Port Carbon,PA,Pennsylvania
Port Charlotte,FL,Florida
Port Chester,NY,New York
Port Clarence,AK,Alaska
Port Clinton,OH,Ohio
Port Colden,NJ,New Jersey
Port Costa,CA,California
Port Deposit,MD,Maryland
Port Dickinson,NY,New York
Port Edwards,WI,Wisconsin
Port Elizabeth,NJ,New Jersey
Port Ewen,NY,New York
Port Gamble Tribal Community,WA,Washington
Port Gibson,MS,Mississippi
Port Graham,AK,Alaska
Port Hadlock-Irondale,WA,Washington
Port Heiden,AK,Alaska
Port Hope,MI,Michigan
Port Hueneme,CA,California
Port Huron,MI,Michigan
Port Isabel,TX,Texas
Port Jefferson,NY,New York
Port Jefferson Station,NY,New York
Port Jervis,NY,New York
Port LaBelle,FL,Florida
Port Lavaca,TX,Texas
Port Leyden,NY,New York
Port Lions,AK,Alaska
Port Ludlow,WA,Washington
Port Mansfield,TX,Texas
Port Matilda,PA,Pennsylvania
Port Monmouth,NJ,New Jersey
Port Morris,NJ,New Jersey
Port Murray,NJ,New Jersey
Port Neches,TX,Texas
Port Norris,NJ,New Jersey
Port O'Connor,TX,Texas
Port Orange,FL,Florida
Port Orchard,WA,Washington
Port Orford,OR,Oregon
Port Penn,DE,Delaware
Port Protection,AK,Alaska
Port Reading,NJ,New Jersey
Port Republic,NJ,New Jersey
Port Richey,FL,Florida
Port Royal,SC,South Carolina
Port Salerno,FL,Florida
Port Sanilac,MI,Michigan
Port St. Joe,FL,Florida
Port St. John,FL,Florida
Port St. Lucie,FL,Florida
Port Sulphur,LA,Louisiana
Port Tobacco Village,MD,Maryland
Port Townsend,WA,Washington
Port Trevorton,PA,Pennsylvania
Port Vincent,LA,Louisiana
Port Vue,PA,Pennsylvania
Port Washington,NY,New York
Port Washington North,NY,New York
Port Wentworth,GA,Georgia
Port William,OH,Ohio
Port Wing,WI,Wisconsin
Portage,MI,Michigan
Portage Creek,AK,Alaska
Portage Des Sioux,MO,Missouri
Portage Lakes,OH,Ohio
Portageville,MO,Missouri
Portal,GA,Georgia
Portales,NM,New Mexico
Porter,IN,Indiana
Porter Heights,TX,Texas
Porterdale,GA,Georgia
Porters Neck,NC,North Carolina
Portersville,PA,Pennsylvania
Porterville,CA,California
Portia,AR,Arkansas
Portis,KS,Kansas
Portland,OR,Oregon
Portlandville,NY,New York
Portola,CA,California
Portola Valley,CA,California
Portsmouth,VA,Virginia
Porum,OK,Oklahoma
Posen,IL,Illinois
Posey,CA,California
Poseyville,IN,Indiana
Poso Park,CA,California
Post,TX,Texas
Post Falls,ID,Idaho
Post Lake,WI,Wisconsin
Post Mountain,CA,California
Post Oak Bend City,TX,Texas
Poston,AZ,Arizona
Postville,IA,Iowa
Potala Pastillo,PR,Puerto Rico
Poteau,OK,Oklahoma
Poteet,TX,Texas
Poth,TX,Texas
Potlatch,ID,Idaho
Potlicker Flats,PA,Pennsylvania
Potomac,MD,Maryland
Potomac Heights,MD,Maryland
Potomac Mills,VA,Virginia
Potomac Park,CA,California
Potosi,TX,Texas
Potrero,CA,California
Potsdam,OH,Ohio
Pottawattamie Park,IN,Indiana
Potter,NE,Nebraska
Potter Lake,WI,Wisconsin
Potter Valley,CA,California
Potters Hill,NC,North Carolina
Potters Mills,PA,Pennsylvania
Pottersville,NJ,New Jersey
Potterville,MI,Michigan
Pottery Addition,OH,Ohio
Potts Camp,MS,Mississippi
Pottsboro,TX,Texas
Pottsgrove,PA,Pennsylvania
Pottstown,PA,Pennsylvania
Pottsville,PA,Pennsylvania
Potwin,KS,Kansas
Poughkeepsie,NY,New York
Poulan,GA,Georgia
Poulsbo,WA,Washington
Pound,VA,Virginia
Pounding Mill,VA,Virginia
Poway,CA,California
Powder Horn,WY,Wyoming
Powder River,WY,Wyoming
Powder Springs,GA,Georgia
Powderly,TX,Texas
Powdersville,SC,South Carolina
Powell,OH,Ohio
Powells Crossroads,TN,Tennessee
Powellsville,NC,North Carolina
Powellton,WV,West Virginia
Powellville,MD,Maryland
Power,MT,Montana
Powers,OR,Oregon
Powers Lake,WI,Wisconsin
Powersville,MO,Missouri
Powhatan,VA,Virginia
Powhatan Point,OH,Ohio
Powhattan,KS,Kansas
Pownal,VT,Vermont
Pownal Center,VT,Vermont
Poy Sippi,WI,Wisconsin
Poydras,LA,Louisiana
Poyen,AR,Arkansas
Poynette,WI,Wisconsin
Poynor,TX,Texas
Prado Verde,TX,Texas
Praesel,TX,Texas
Prague,OK,Oklahoma
Prairie City,IA,Iowa
Prairie Creek,AR,Arkansas
Prairie du Chien,WI,Wisconsin
Prairie du Rocher,IL,Illinois
Prairie du Sac,WI,Wisconsin
Prairie Elk Colony,MT,Montana
Prairie Farm,WI,Wisconsin
Prairie Grove,AR,Arkansas
Prairie Heights,WA,Washington
Prairie Hill,MO,Missouri
Prairie Home,MO,Missouri
Prairie Ridge,WA,Washington
Prairie Rose,ND,North Dakota
Prairie View,TX,Texas
Prairie Village,KS,Kansas
Prairieburg,IA,Iowa
Prairieton,IN,Indiana
Prairietown,IL,Illinois
Prairieville,LA,Louisiana
Prairiewood Village,SD,South Dakota
Prathersville,MO,Missouri
Pratt,KS,Kansas
Prattsville,AR,Arkansas
Prattville,AL,Alabama
Pray,MT,Montana
Preakness,NJ,New Jersey
Preble,IN,Indiana
Preemption,IL,Illinois
Premont,TX,Texas
Prentice,WI,Wisconsin
Prentiss,MS,Mississippi
Prescott,AZ,Arizona
Prescott Valley,AZ,Arizona
Presho,SD,South Dakota
Presidential Lakes Estates,NJ,New Jersey
Presidio,TX,Texas
Presque Isle,ME,Maine
Presque Isle Harbor,MI,Michigan
Presquille,LA,Louisiana
Prestbury,IL,Illinois
Preston,ID,Idaho
Preston Heights,IL,Illinois
Preston-Potter Hollow,NY,New York
Prestonsburg,KY,Kentucky
Prestonville,KY,Kentucky
Pretty Bayou,FL,Florida
Pretty Prairie,KS,Kansas
Prewitt,NM,New Mexico
Price,UT,Utah
Prices Fork,VA,Virginia
Priceville,AL,Alabama
Prichard,AL,Alabama
Priddy,TX,Texas
Prien,LA,Louisiana
Priest River,ID,Idaho
Primera,TX,Texas
Primghar,IA,Iowa
Primrose,AK,Alaska
Prince,WV,West Virginia
Prince Frederick,MD,Maryland
Prince George,VA,Virginia
Prince's Lakes,IN,Indiana
Princess Anne,MD,Maryland
Princeton,FL,Florida
Princeton Junction,NJ,New Jersey
Princeton Meadows,NJ,New Jersey
Princeville,HI,Hawaii
Prineville,OR,Oregon
Prineville Lake Acres,OR,Oregon
Pringle,PA,Pennsylvania
Prinsburg,MN,Minnesota
Prior Lake,MN,Minnesota
Pritchett,CO,Colorado
Privateer,SC,South Carolina
Proberta,CA,California
Proctor,MN,Minnesota
Proctorsville,VT,Vermont
Proctorville,OH,Ohio
Progreso,TX,Texas
Progreso Lakes,TX,Texas
Progress,PA,Pennsylvania
Progress Village,FL,Florida
Promise City,IA,Iowa
Promised Land,SC,South Carolina
Prompton,PA,Pennsylvania
Pronghorn,OR,Oregon
Prophetstown,IL,Illinois
Prospect,KY,Kentucky
Prospect Heights,IL,Illinois
Prospect Park,PA,Pennsylvania
Prosper,TX,Texas
Prosperity,WV,West Virginia
Prosser,WA,Washington
Protection,KS,Kansas
Protivin,IA,Iowa
Provencal,LA,Louisiana
Providence,RI,Rhode Island
Providence Village,TX,Texas
Provo,UT,Utah
Prudenville,MI,Michigan
Prudhoe Bay,AK,Alaska
Prue,OK,Oklahoma
Prunedale,CA,California
Pryor,MT,Montana
Pryor Creek,OK,Oklahoma
Pryorsburg,KY,Kentucky
Puako,HI,Hawaii
Puckett,MS,Mississippi
Pueblito,NM,New Mexico
Pueblito del Carmen,PR,Puerto Rico
Pueblito del Río,PR,Puerto Rico
Pueblitos,NM,New Mexico
Pueblo,CO,Colorado
Pueblo East,TX,Texas
Pueblo Nuevo,TX,Texas
Pueblo of Sandia Village,NM,New Mexico
Pueblo Pintado,NM,New Mexico
Pueblo West,CO,Colorado
Puerto de Luna,NM,New Mexico
Puerto Real,PR,Puerto Rico
Puget Island,WA,Washington
Pughtown,PA,Pennsylvania
Puhi,HI,Hawaii
Pukalani,HI,Hawaii
Pukwana,SD,South Dakota
Pulaski,VA,Virginia
Pulcifer,WI,Wisconsin
Pullman,WA,Washington
Pulpotio Bareas,NM,New Mexico
Pultneyville,NY,New York
Pump Back,OK,Oklahoma
Pumpkin Center,NC,North Carolina
Pumpkin Hollow,OK,Oklahoma
Punaluu,HI,Hawaii
Pungoteague,VA,Virginia
Punta de Agua,NM,New Mexico
Punta Gorda,FL,Florida
Punta Rassa,FL,Florida
Punta Santiago,PR,Puerto Rico
Punxsutawney,PA,Pennsylvania
Pupukea,HI,Hawaii
Purcell,OK,Oklahoma
Purcellville,VA,Virginia
Purdin,MO,Missouri
Purdy,WA,Washington
Purple Sage,WY,Wyoming
Purty Rock,NM,New Mexico
Purvis,MS,Mississippi
Puryear,TN,Tennessee
Put-in-Bay,OH,Ohio
Putnam,TX,Texas
Putnam Lake,NY,New York
Putnamville,IN,Indiana
Putney,GA,Georgia
Puxico,MO,Missouri
Puyallup,WA,Washington
Puzzletown,PA,Pennsylvania
Pyatt,AR,Arkansas
Pylesville,MD,Maryland
Pymatuning Central,PA,Pennsylvania
Pymatuning North,PA,Pennsylvania
Pymatuning South,PA,Pennsylvania
Pyote,TX,Texas
Quail,TX,Texas
Quail Creek,TX,Texas
Quail Ridge,FL,Florida
Quaker City,OH,Ohio
Quakertown,PA,Pennsylvania
Quamba,MN,Minnesota
Quanah,TX,Texas
Quantico,VA,Virginia
Quantico Base,VA,Virginia
Quapaw,OK,Oklahoma
Quarryville,PA,Pennsylvania
Quartz Hill,CA,California
Quartzsite,AZ,Arizona
Quasqueton,IA,Iowa
Quasset Lake,CT,Connecticut
Quay,OK,Oklahoma
Quebrada,PR,Puerto Rico
Quebrada del Agua,PR,Puerto Rico
Quebrada Prieta,PR,Puerto Rico
Quebradillas,PR,Puerto Rico
Quechee,VT,Vermont
Queen Anne,MD,Maryland
Queen City,TX,Texas
Queen Creek,AZ,Arizona
Queen Valley,AZ,Arizona
Queens,NY,New York
Queens Gate,PA,Pennsylvania
Queensland,MD,Maryland
Queenstown,MD,Maryland
Queets,WA,Washington
Quemado,NM,New Mexico
Quenemo,KS,Kansas
Quentin,PA,Pennsylvania
Quesada,TX,Texas
Questa,NM,New Mexico
Quilcene,WA,Washington
Quimby,IA,Iowa
Qui-nai-elt Village,WA,Washington
Quinby,SC,South Carolina
Quincy,MA,Massachusetts
Quinebaug,CT,Connecticut
Quinhagak,AK,Alaska
Quinlan,TX,Texas
Quinn,SD,South Dakota
Quinnesec,MI,Michigan
Quinnipiac University,CT,Connecticut
Quintana,TX,Texas
Quinter,KS,Kansas
Quinton,OK,Oklahoma
Quinwood,WV,West Virginia
Quiogue,NY,New York
Quitaque,TX,Texas
Quitman,GA,Georgia
Qulin,MO,Missouri
Quogue,NY,New York
Quonochontaug,RI,Rhode Island
Rabbit Hash,KY,Kentucky
Raceland,LA,Louisiana
Racetrack,MT,Montana
Rachel,WV,West Virginia
Racine,WI,Wisconsin
Rackerby,CA,California
Radar Base,TX,Texas
Radcliff,KY,Kentucky
Radcliffe,IA,Iowa
Rader Creek,MT,Montana
Radersburg,MT,Montana
Radford,VA,Virginia
Radisson,NY,New York
Radium,KS,Kansas
Radium Springs,NM,New Mexico
Radley,KS,Kansas
Radnor,OH,Ohio
Radom,IL,Illinois
Raeford,NC,North Carolina
Raemon,NC,North Carolina
Raeville,NE,Nebraska
Rafael Capó,PR,Puerto Rico
Rafael González,PR,Puerto Rico
Rafael Hernández,PR,Puerto Rico
Rafael Pena,TX,Texas
Raft Island,WA,Washington
Rafter J Ranch,WY,Wyoming
Ragan,NE,Nebraska
Ragland,AL,Alabama
Raglesville,IN,Indiana
Ragsdale,IN,Indiana
Rahway,NJ,New Jersey
Raiford,FL,Florida
Rail Road Flat,CA,California
Railroad,PA,Pennsylvania
Rainbow,CA,California
Rainbow City,AL,Alabama
Rainbow Lakes,NJ,New Jersey
Rainbow Lakes Estates,FL,Florida
Rainbow Park,FL,Florida
Rainbow Springs,FL,Florida
Rainelle,WV,West Virginia
Rainier,WA,Washington
Rains,SC,South Carolina
Rainsburg,PA,Pennsylvania
Rainsville,AL,Alabama
Raintree Plantation,MO,Missouri
Raisin City,CA,California
Rake,IA,Iowa
Raleigh,NC,North Carolina
Raleigh Hills,OR,Oregon
Ralls,TX,Texas
Ralston,NE,Nebraska
Ramah,NM,New Mexico
Ramapo College of New Jersey,NJ,New Jersey
Ramblewood,NJ,New Jersey
Ramer,TN,Tennessee
Ramey,PA,Pennsylvania
Ramireno,TX,Texas
Ramirez-Perez,TX,Texas
Ramona,CA,California
Ramos,PR,Puerto Rico
Rampart,AK,Alaska
Ramsay,MI,Michigan
Ramseur,NC,North Carolina
Ramsey,MN,Minnesota
Ramtown,NJ,New Jersey
Ranburne,AL,Alabama
Ranchester,WY,Wyoming
Ranchette Estates,TX,Texas
Ranchettes,WY,Wyoming
Ranchitos del Norte,TX,Texas
Ranchitos East,TX,Texas
Ranchitos Las Lomas,TX,Texas
Rancho Alegre,TX,Texas
Rancho Banquete,TX,Texas
Rancho Calaveras,CA,California
Rancho Chico,TX,Texas
Rancho Cordova,CA,California
Rancho Cucamonga,CA,California
Rancho Grande,NM,New Mexico
Rancho Mesa Verde,AZ,Arizona
Rancho Mirage,CA,California
Rancho Mission Viejo,CA,California
Rancho Murieta,CA,California
Rancho Palos Verdes,CA,California
Rancho San Diego,CA,California
Rancho Santa Fe,CA,California
Rancho Santa Margarita,CA,California
Rancho Tehama Reserve,CA,California
Rancho Viejo,TX,Texas
Ranchos de Taos,NM,New Mexico
Ranchos Penitas West,TX,Texas
Rand,WV,West Virginia
Randalia,IA,Iowa
Randall,MN,Minnesota
Randallstown,MD,Maryland
Randleman,NC,North Carolina
Randlett,OK,Oklahoma
Randolph,WI,Wisconsin
Randolph AFB,TX,Texas
Random Lake,WI,Wisconsin
Randsburg,CA,California
Rangeley,ME,Maine
Rangely,CO,Colorado
Ranger,TX,Texas
Rangerville,TX,Texas
Ranier,MN,Minnesota
Rankin,PA,Pennsylvania
Ranlo,NC,North Carolina
Ranshaw,PA,Pennsylvania
Ransom,IL,Illinois
Ransom Canyon,TX,Texas
Ransomville,NY,New York
Ranson,WV,West Virginia
Rantoul,IL,Illinois
Río Blanco,PR,Puerto Rico
Río Cañas Abajo,PR,Puerto Rico
Río Grande,PR,Puerto Rico
Río Lajas,PR,Puerto Rico
Raoul,GA,Georgia
Rapelje,MT,Montana
Rapid City,SD,South Dakota
Rapid River,MI,Michigan
Rapid Valley,SD,South Dakota
Rapids,NY,New York
Rapids City,IL,Illinois
Rarden,OH,Ohio
Raritan,IL,Illinois
Ratamosa,TX,Texas
Ratcliff,AR,Arkansas
Rathbun,IA,Iowa
Rathdrum,ID,Idaho
Ratliff City,OK,Oklahoma
Raton,NM,New Mexico
Rattan,OK,Oklahoma
Raub,IN,Indiana
Raubsville,PA,Pennsylvania
Rauchtown,PA,Pennsylvania
Ravalli,MT,Montana
Ravanna,MO,Missouri
Raven,VA,Virginia
Ravena,NY,New York
Ravenden,AR,Arkansas
Ravenden Springs,AR,Arkansas
Ravenel,SC,South Carolina
Ravenna,OH,Ohio
Ravensdale,WA,Washington
Ravenswood,WV,West Virginia
Ravensworth,VA,Virginia
Ravenwood,MO,Missouri
Ravia,OK,Oklahoma
Ravine,PA,Pennsylvania
Ravinia,SD,South Dakota
Rawlings,MD,Maryland
Rawlins,WY,Wyoming
Rawls Springs,MS,Mississippi
Rawson,OH,Ohio
Ray,ND,North Dakota
Ray City,GA,Georgia
Rayland,OH,Ohio
Rayle,GA,Georgia
Raymer,CO,Colorado
Raymond,WI,Wisconsin
Raymond City,WV,West Virginia
Raymondville,TX,Texas
Raymore,MO,Missouri
Rayne,LA,Louisiana
Raynesford,MT,Montana
Raynham,NC,North Carolina
Raynham Center,MA,Massachusetts
Raysal,WV,West Virginia
Raytown,MO,Missouri
Rayville,LA,Louisiana
Raywick,KY,Kentucky
Rea,MO,Missouri
Reader,WV,West Virginia
Reading,PA,Pennsylvania
Readlyn,IA,Iowa
Readstown,WI,Wisconsin
Reagan,OK,Oklahoma
Realitos,TX,Texas
Reamstown,PA,Pennsylvania
Reardan,WA,Washington
Reasnor,IA,Iowa
Rebecca,GA,Georgia
Rebersburg,PA,Pennsylvania
Rector,AR,Arkansas
Rectortown,VA,Virginia
Red Bank,NJ,New Jersey
Red Banks,MS,Mississippi
Red Bay,AL,Alabama
Red Bluff,CA,California
Red Boiling Springs,TN,Tennessee
Red Bud,IL,Illinois
Red Butte,WY,Wyoming
Red Chute,LA,Louisiana
Red Cliff,CO,Colorado
Red Cloud,NE,Nebraska
Red Corral,CA,California
Red Creek,NY,New York
Red Cross,NC,North Carolina
Red Devil,AK,Alaska
Red Dog Mine,AK,Alaska
Red Feather Lakes,CO,Colorado
Red Hill,SC,South Carolina
Red Jacket,WV,West Virginia
Red Lake,AZ,Arizona
Red Lake Falls,MN,Minnesota
Red Level,AL,Alabama
Red Lick,TX,Texas
Red Lion,PA,Pennsylvania
Red Lodge,MT,Montana
Red Mesa,AZ,Arizona
Red Oak,TX,Texas
Red Oaks Mill,NY,New York
Red River,NM,New Mexico
Red Rock,AZ,Arizona
Red Rock Ranch,NM,New Mexico
Red Springs,NC,North Carolina
Red Wing,MN,Minnesota
Redan,GA,Georgia
Redbird,OK,Oklahoma
Redbird Smith,OK,Oklahoma
Redby,MN,Minnesota
Redcrest,CA,California
Reddell,LA,Louisiana
Reddick,FL,Florida
Redding,CA,California
Redding Center,CT,Connecticut
Reddington,IN,Indiana
Redfield,SD,South Dakota
Redford,NY,New York
Redgranite,WI,Wisconsin
Redings Mill,MO,Missouri
Redington Beach,FL,Florida
Redington Shores,FL,Florida
Redkey,IN,Indiana
Redland,MD,Maryland
Redlands,CA,California
Redmon,IL,Illinois
Redmond,WA,Washington
Redondo Beach,CA,California
Redrock,NM,New Mexico
Redstone,CO,Colorado
Redstone Arsenal,AL,Alabama
Redvale,CO,Colorado
Redwater,TX,Texas
Redway,CA,California
Redwood,TX,Texas
Redwood City,CA,California
Redwood Falls,MN,Minnesota
Redwood Valley,CA,California
Ree Heights,SD,South Dakota
Reece City,AL,Alabama
Reed,AR,Arkansas
Reed City,MI,Michigan
Reed Creek,GA,Georgia
Reed Point,MT,Montana
Reeder,ND,North Dakota
Reedley,CA,California
Reeds,MO,Missouri
Reeds Spring,MO,Missouri
Reedsburg,WI,Wisconsin
Reedsport,OR,Oregon
Reedsville,WI,Wisconsin
Reedurban,OH,Ohio
Reedy,WV,West Virginia
Reeltown,AL,Alabama
Reese,MI,Michigan
Reeseville,WI,Wisconsin
Reeves,LA,Louisiana
Reevesville,SC,South Carolina
Reform,AL,Alabama
Refton,PA,Pennsylvania
Refugio,TX,Texas
Regal,MN,Minnesota
Regan,ND,North Dakota
Regency at Monroe,NJ,New Jersey
Regent,ND,North Dakota
Regina,NM,New Mexico
Regino Ramirez,TX,Texas
Register,GA,Georgia
Rehobeth,AL,Alabama
Rehoboth Beach,DE,Delaware
Rehrersburg,PA,Pennsylvania
Reid,MD,Maryland
Reid Hope King,TX,Texas
Reidland,KY,Kentucky
Reidsville,NC,North Carolina
Reidville,SC,South Carolina
Reiffton,PA,Pennsylvania
Reightown,PA,Pennsylvania
Reinbeck,IA,Iowa
Reinerton,PA,Pennsylvania
Reinholds,PA,Pennsylvania
Reisterstown,MD,Maryland
Reklaw,TX,Texas
Relampago,TX,Texas
Reliance,SD,South Dakota
Reliez Valley,CA,California
Rembert,SC,South Carolina
Rembrandt,IA,Iowa
Remer,MN,Minnesota
Remerton,GA,Georgia
Reminderville,OH,Ohio
Remington,IN,Indiana
Remlap,AL,Alabama
Remsen,IA,Iowa
Remsenburg-Speonk,NY,New York
Remy,OK,Oklahoma
Rena Lara,MS,Mississippi
Renaissance at Monroe,NJ,New Jersey
Rendon,TX,Texas
Rendville,OH,Ohio
Renfrow,OK,Oklahoma
Renick,MO,Missouri
Renner Corner,SD,South Dakota
Rennerdale,PA,Pennsylvania
Rennert,NC,North Carolina
Renningers,PA,Pennsylvania
Reno,NV,Nevada
Reno Beach,OH,Ohio
Renova,MS,Mississippi
Renovo,PA,Pennsylvania
Rensselaer,NY,New York
Rensselaer Falls,NY,New York
Rentchler,IL,Illinois
Rentiesville,OK,Oklahoma
Renton,WA,Washington
Rentz,GA,Georgia
Renville,MN,Minnesota
Renwick,IA,Iowa
Reo,IN,Indiana
Repton,AL,Alabama
Republic,MO,Missouri
Republican City,NE,Nebraska
Resaca,GA,Georgia
Reserve,LA,Louisiana
Reservoir,PA,Pennsylvania
Rest Haven,IL,Illinois
Reston,VA,Virginia
Retreat,TX,Texas
Retsof,NY,New York
Reubens,ID,Idaho
Revere,MA,Massachusetts
Revillo,SD,South Dakota
Revloc,PA,Pennsylvania
Rew,PA,Pennsylvania
Rewey,WI,Wisconsin
Rex,NC,North Carolina
Rexburg,ID,Idaho
Rexford,KS,Kansas
Rexland Acres,CA,California
Reydon,OK,Oklahoma
Reyno,AR,Arkansas
Reynolds,GA,Georgia
Reynolds Heights,PA,Pennsylvania
Reynoldsburg,OH,Ohio
Reynoldsville,PA,Pennsylvania
Rhame,ND,North Dakota
Rheems,PA,Pennsylvania
Rhine,GA,Georgia
Rhinecliff,NY,New York
Rhineland,MO,Missouri
Rhinelander,WI,Wisconsin
Rhodell,WV,West Virginia
Rhodes,IA,Iowa
Rhodhiss,NC,North Carolina
Rhododendron,OR,Oregon
